Date,Name,Comment
Mon Apr 06 22:33:31 PDT 2009,spahkleprincess,@lolly2420 this is nuts! thanks  I am dying over heah!
Mon Apr 06 23:48:07 PDT 2009,Spectral_Hunter,"Really enjoying my DSi. Will update pics, profile, etc. tomorrow. Off to bed "
Tue Apr 07 00:38:29 PDT 2009,LessLee,smaaack that ass! hahhahahaa  i make myself laugh!! oOooOh sleeeep! ahha g'niite!
Tue Apr 07 01:33:40 PDT 2009,annejojo,Rock the bells launch party tomorrow! Exciited 
Mon Apr 06 23:58:24 PDT 2009,mey86,@benhafner i would have to agree that @jocam is quite an amazing girl....and in a few weeks I'll be having dinner with an amazing couple 
Tue Apr 07 00:33:58 PDT 2009,wolfcat,@TimNoonan you should buy an ex army hummer... wouldn't matter if you ran into anything 
Tue Apr 07 00:46:03 PDT 2009,in_wonderland,"I don't want to be cold in April, but I am "
Mon Apr 06 23:53:44 PDT 2009,sybilmovie,"happy birthday Sybil. wow. // coffee at nearly 3 in the morning. in for another LONG night... or, morning?! "
Mon Apr 06 23:06:39 PDT 2009,ValerieFlynt,"I wanna rock a Maxi dress @ Coachella, but lacking funding "
Mon Apr 06 22:58:50 PDT 2009,ianbsc,Dan leapt out of bed to take pictures of the lake. Snow on the ground but warm in the low morning sun. Bacon time 
Mon Apr 06 23:46:57 PDT 2009,Francine_G,"packing my overnight bag for tomorrow, going to the hospital "
Mon Apr 06 22:37:58 PDT 2009,Tessa82,Got an inspiration -&gt; dyeing my hair! 
Tue Apr 07 00:08:57 PDT 2009,badeedadee,@RheaP better be careful with that aching feet in the gym. 
Mon Apr 06 22:23:09 PDT 2009,AngryBadgerGirl,@wisdomous you're welcome. glad you enjoyed it. 
Mon Apr 06 22:43:31 PDT 2009,annecurtissmith,Jasmine and Bohdi are here for the holidays!! 
Tue Apr 07 01:17:52 PDT 2009,HBehrens,"will have a meeting in an hour to explain &quot;which version of oAW we use&quot;. What to say? None? atm, it's just a heap of unbundled EMF tools "
Mon Apr 06 23:28:39 PDT 2009,haiwen,"@DylzWexford: motorbikes are so much more fun than electric bikes.  we rode around the city on one yesterday, new summer activity i think."
Mon Apr 06 23:18:28 PDT 2009,una_avion2010,"@suitelifeofkell yeah, well, we'll still talk about it, he just wont have any idea  plus i havent even talked ta him bout it yet"
Tue Apr 07 01:54:18 PDT 2009,Stephene_Mishel,gooodnyt twits  &lt;333 @charlessaysrawr rawr!! bhaha
Tue Apr 07 02:38:25 PDT 2009,Cupsy,@lu_lu thank you! 
Mon Apr 06 23:21:57 PDT 2009,patrick_ritchie,@featherinair call me back. 
Tue Apr 07 00:13:20 PDT 2009,Mina_Minaa,these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now 
Mon Apr 06 23:38:16 PDT 2009,pdx_photolover,I swear to you the only reason I'm excited for my birthday is because of Erik. I'm so lucky to have him. SO freaking lucky 
Tue Apr 07 00:38:32 PDT 2009,Lilla_smiley,having a day off 
Tue Apr 07 00:28:24 PDT 2009,jazf,"@TheEllenShow Oh, Ellen... Please tell me Dr. Manhatten was wearing clothes!  Know that the GF was a little shocked when we saw Watchmen"
Tue Apr 07 03:07:36 PDT 2009,KatieP2008,@rustyrockets Its not my birtday something went wrong please reply or I feel you dont love me 
Tue Apr 07 01:09:02 PDT 2009,MissWyn,@ArfanChaudhry   Hola   What are you up to?
Tue Apr 07 02:09:24 PDT 2009,olliandlime,Busy busy day! Bathroom is progressing well though 
Tue Apr 07 04:13:51 PDT 2009,felippesouza,"i miss cristï¿½bal, renata, alysson, lucas, mohamed.. oh, i wish i could see my friends and my almost-not-boyfriend everyday "
Tue Apr 07 03:18:46 PDT 2009,mivillephoto,"Gee, 4 1/2 hours of sleep is definitely not enough. It's going to be another tough day. "
Mon Apr 06 22:43:08 PDT 2009,helenherman,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
Mon Apr 06 23:21:41 PDT 2009,xGabii,@emiliexclarkex miss you 
Tue Apr 07 04:36:50 PDT 2009,Abbeyluvselvie,why the hell is it snowing 
Tue Apr 07 00:29:07 PDT 2009,donnalj,talking to @davids2nd ...can't wait to hear the track david and @neljay Recorded 
Tue Apr 07 00:49:03 PDT 2009,tyuiopd,@alexpuig PHPTAL of course  I don't like mixing 2 types of syntax and having to remember to escape variables. OPT2 looks good too.
Mon Apr 06 22:23:46 PDT 2009,abbynoodle123,21 Days till chris comes home and 67 days till summer 
Mon Apr 06 23:59:01 PDT 2009,idolette,"@Kal_Penn Maaan, I'm going to miss Kutner. He was my favorite on the show. Keep being awesome, Kal! "
Tue Apr 07 02:18:56 PDT 2009,scottjames84,@gogreen18 yeah  I watched your blog tv today.. my wife was the one who told you I wanted you as a pet Lmao.. have a good night
Tue Apr 07 01:45:55 PDT 2009,sianytee,madre is grinding on me this is gonna be a long week 
Mon Apr 06 23:00:26 PDT 2009,breedimetria,@JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather 
Tue Apr 07 02:23:48 PDT 2009,iforwms,"Last day at home today  Catching the train at 10am tomorrow. Has been a nice break! But now I need some breakfast, a shower and a shave!"
Tue Apr 07 03:16:51 PDT 2009,owenmeredith,ARGH! GEESE ATTACK!!! 
Mon Apr 06 23:48:13 PDT 2009,Mylne,"in the university, in the classroom, on the computer... shit my day is boring "
Mon Apr 06 23:23:14 PDT 2009,neenz,"@ParkRat It's my view, not yours -- yours is the same "
Mon Apr 06 22:41:20 PDT 2009,sarawang,"http://twitpic.com/2y2wr - according to my bro, our new puppy had a poo fight and was covered in poop  (picture stolen from him)"
Tue Apr 07 00:43:55 PDT 2009,inkgypsy,@LdyDisney I want that in writing - like maybe a personalized signature in your new book... 
Mon Apr 06 23:37:56 PDT 2009,calinbiris,@Chifor cu placere 
Mon Apr 06 23:23:15 PDT 2009,jadoon88,@dj_bubble ur welcome  ...yes I have 'Accounting' Exam today
Mon Apr 06 23:07:54 PDT 2009,Kovas,"@yannionline I wonder who directed, there's definitely an ipod commercial in their future. "
Tue Apr 07 04:11:49 PDT 2009,zola237,@ExMi So sorry to hear you did not find your dog yet 
Tue Apr 07 03:44:04 PDT 2009,charlieatkins1,is cleaning  wishing she could raise the rest of the money she needs for her wedding dress..
Tue Apr 07 03:05:49 PDT 2009,poyntersstargal,"@tommcfly have fun tom, i need to buy eclipse too but i have no money. sad timess "
Mon Apr 06 23:30:18 PDT 2009,berlingalvan,so a murder? gotcha.  Cant believe it
Tue Apr 07 01:13:52 PDT 2009,madsen,@Hjorth I think you meant @MrMadsen 
Tue Apr 07 00:58:27 PDT 2009,bopeepsheep,"I don't think I like the Saw ride at Thorpe Park. The tv ad makes me feel sick, so goodness knows what the ride would do. "
Tue Apr 07 02:52:30 PDT 2009,GeraldFoord,@CaptainSeeBass @SparkyMA girlfriend troubles. Got some serious thinking to do 
Tue Apr 07 00:08:05 PDT 2009,elsagold,"@ceanders good luck homes. I'll be at my computer for most of the day, so chat me if you want a diversion/support "
Tue Apr 07 04:31:58 PDT 2009,Yonga,@bramstadhouders It's easier to feel connected through mutual pain. It's closer to the general level of consciousness of most people.. 
Tue Apr 07 02:23:18 PDT 2009,Mabbyy,phone againn 
Tue Apr 07 00:53:28 PDT 2009,egg104,back home from working out    and i've been eating way too much!!!
Mon Apr 06 23:18:35 PDT 2009,kethni,Mucho research to do today if I want to crack on with 2nd sweet charity auction fic - and I really really do 
Tue Apr 07 04:18:50 PDT 2009,tink68113,So far not much going on today.  We will have to wait and see what today brings I guess.  Another yucky day out though. 
Mon Apr 06 22:23:33 PDT 2009,AlwaysMiley,My brother is sick too lol. Quite weird 
Mon Apr 06 22:26:10 PDT 2009,RU_it_girl,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
Mon Apr 06 23:12:57 PDT 2009,yvonovy,@chanc Can't wait to see you in 4 sleeps and 3 days! 
Mon Apr 06 23:33:36 PDT 2009,wrongwayfast,It's world health day! Help make hospitals safe. Go to http://www.clickabrick.org/ (via @addthis) and CLICK A BRICK 
Tue Apr 07 01:28:52 PDT 2009,digichr,@chregu So its blowing budget day? 
Tue Apr 07 01:32:51 PDT 2009,Beccixo,Morning Twitters  How Is Every One On This Sunny / Cold Day In England
Tue Apr 07 00:52:32 PDT 2009,AdeleMeichan,Feeling really really ill 
Tue Apr 07 01:57:14 PDT 2009,Brooksmeister,In the garage getting an estimate for the wheel damage on my car from Sunday's  little mishap - not looking good! 
Mon Apr 06 23:57:44 PDT 2009,RobertCastley,@blueflameit I wish they are all ex red arrows and I have had the privilege of flying with them  http://theblades.biz
Mon Apr 06 23:27:48 PDT 2009,ylizabeth,i can't concentrate 
Tue Apr 07 00:18:22 PDT 2009,PoonScrape13,Trying to find more friends to join twitter 
Tue Apr 07 02:38:54 PDT 2009,Sman227,I'll have 87 wc in about 5 minutes  rofl
Tue Apr 07 01:56:06 PDT 2009,markadm,"urgh. my head hurts. think I've had about 7 hours sleep, but the cat was miaowing...   no rest for the wicked!"
Mon Apr 06 23:13:57 PDT 2009,gcrush,"I M La Boheme: NSFW hey guys, spread the word! the green party is in town!  ï¿½I...: hey guy.. http://tinyurl.com/dlevo2"
Tue Apr 07 02:19:35 PDT 2009,aliawesome,pizza night and i feel too sick 
Mon Apr 06 23:37:45 PDT 2009,musicispartofme,"@mileycyrus napping, i guess "
Mon Apr 06 23:53:08 PDT 2009,sallyinnorfolk,Starting a busy day at work happy that @geoffjones rang me from airport 
Tue Apr 07 00:08:04 PDT 2009,habitants,@mileycyrus http://twitpic.com/2xszg - you're so cute 
Mon Apr 06 22:53:51 PDT 2009,RocCityGirl22,"@KnightOwl89 Sounds good,  I wish i could have done it but I'm determined to find them in the park. They better be in there!"
Mon Apr 06 23:02:48 PDT 2009,fishliver,I need to go to the bank tomorrow before I go broke... 
Tue Apr 07 00:58:02 PDT 2009,campbellcakes,"it's cold, man am i loving this weather "
Mon Apr 06 22:27:58 PDT 2009,BrissaB,why does Brissa not even know she has a twitter? -Lauren 
Tue Apr 07 04:19:28 PDT 2009,kanimal,@andrea_space we have snow still 
Tue Apr 07 01:03:15 PDT 2009,AlexHeartBreaka,Forever Chasing.   Simply The Best atm .  
Tue Apr 07 02:18:34 PDT 2009,FrankSchuil,@helicon: that is opt-in DM invites! 
Mon Apr 06 23:48:45 PDT 2009,24Jessica,"oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!"
Mon Apr 06 22:27:55 PDT 2009,bgoers,I'm so cold 
Mon Apr 06 23:18:19 PDT 2009,fozmeadows,"@Eeoor - My pleasure! Let me know if you end up subbing, and what "
Tue Apr 07 00:20:45 PDT 2009,florermisslove,revising my essay and talking to my hubby on aim 
Tue Apr 07 00:48:47 PDT 2009,ebabylovee,talking to him is amazing;  i love my navyboyy;;&lt;33
Tue Apr 07 03:39:18 PDT 2009,trainsong_,"woke up in a pile of blankets, and didn't want to leave it. "
Mon Apr 06 22:28:45 PDT 2009,cesuh,@Lyndeeezy hahah not yet! but soon. very soon 
Tue Apr 07 01:15:37 PDT 2009,chew_it,flu shot.. ouch 
Mon Apr 06 22:43:17 PDT 2009,Scentsational,@i140 I hope that Scentsational doesn't get dissed 
Mon Apr 06 23:13:52 PDT 2009,RoCkThAtThAnG,@Prince_P follow me chris!! 
Tue Apr 07 02:03:41 PDT 2009,onlylies,Mad Money! I love this movie 
Mon Apr 06 23:43:16 PDT 2009,SaraHDanger,"@jon8737 that just totally made my night, LMAO. They were like screaming at me and I couldn't focus on the 900 mph song "
Mon Apr 06 23:13:25 PDT 2009,lizamtl,@Katnkyeri MAD RESPECT to you! 
Tue Apr 07 02:28:50 PDT 2009,mrsteel,Jon Stewart loves Twitter  http://www.thedailyshow.com/video/index.jhtml?videoId=219519&amp;title=twitter-frenzy
Mon Apr 06 23:13:25 PDT 2009,fiona2369,For everyones clarification I am not on the run from the law or anything I am just having a few quiet months trying not to go out 
Tue Apr 07 00:42:12 PDT 2009,annemarike,@willadam i treated myself to that latte after the appointment which was horrible. I need to have my wisdom teeth surgically removed 
Tue Apr 07 02:33:45 PDT 2009,t1mmyb,"@gas700girl excellent - the Twitterisation of everything continues apace, then "
Tue Apr 07 03:41:51 PDT 2009,emmaXIII,"gosh, looks like i'm housebound for the next wee while. this is horrible "
Tue Apr 07 00:38:38 PDT 2009,timprater,"@irfanahmed It's always good to meet up with people, and drinks (even Coca Cola) help  Meet-ups aren't huge, but regular &amp; friendly."
Mon Apr 06 23:22:48 PDT 2009,nathanryder,Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though 
Mon Apr 06 23:51:26 PDT 2009,melychica,"Off to bed now, sick n can't sleep but will try w/ help of meds :s "
Mon Apr 06 22:43:38 PDT 2009,claudiachaouka1,@SophieVeronica today was rad. we made it into the finals for cross country YAY. love you sophie &lt;3 (L) ps everythins cool with my mates 
Tue Apr 07 02:05:11 PDT 2009,xmissworldx,Still stuck with the Microsoft specialist... Won't this day ever end! 
Tue Apr 07 02:13:49 PDT 2009,saegerlein,still listening to some great music I got yesterday. amber pacific is awesome!! 
Mon Apr 06 23:49:24 PDT 2009,FunnyJennyHoney,Now I'm down to 10% battery! 
Tue Apr 07 00:58:38 PDT 2009,faconti,Bom dia  The Colliding Spiral Galaxies of Arp 274 - http://antwrp.gsfc.nasa.gov/apod/ap090407.html
Tue Apr 07 01:45:24 PDT 2009,goregoregirl,Last day of work before I go on holiday... argh... got fuck loads to do 
Mon Apr 06 23:57:48 PDT 2009,OMallezo,"Hates hearing his girl being ill, nothing I can do though "
Tue Apr 07 02:30:26 PDT 2009,wakeuphate,@aventure That's windows for you... I get to deal with about 20 windows servers and 180 windows machines misbehaving every day..  shoot me
Mon Apr 06 22:32:12 PDT 2009,schammy,Downloading NIN's new album &quot;the slip&quot; - when the hell did this come out? I'm so behind the times these days 
Mon Apr 06 23:58:03 PDT 2009,PhantasticTM,Watching spongebob till I fall asleep 
Mon Apr 06 22:58:04 PDT 2009,SammiiSTACK,i fell of the tredmill today in sport 
Tue Apr 07 01:38:51 PDT 2009,haylieofficial,"@DJEDSKI Great, then I'll be sure to come over and say hello. "
Tue Apr 07 02:19:04 PDT 2009,petej38,"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later "
Mon Apr 06 23:22:48 PDT 2009,omewan,@hitwithafish very nice pics! Such a cute family! 
Tue Apr 07 00:03:35 PDT 2009,orangy,"Preparing numbers for ReSharper 4.5 release. Who need numbers, I wonder? "
Tue Apr 07 04:04:37 PDT 2009,DeliciousCookie,Lunchbreak......and I feel ill today..... 
Tue Apr 07 01:44:15 PDT 2009,randytho,@robluketic http://twitpic.com/2y6z0 - So another person with twitterthumbitis eh? Med bills must be HUGE 
Tue Apr 07 01:34:34 PDT 2009,DJSMOOK,"@tracitoguchi Nah not really, feeling it come back on "
Tue Apr 07 01:13:03 PDT 2009,rkflores,@leeww only if you decorate my place too 
Mon Apr 06 23:57:58 PDT 2009,sneakyhands,still thinks twitter is a hipster circle jerk 
Tue Apr 07 00:41:21 PDT 2009,Divi9elyCreated,gosh...it makes me sad when people don't give God a chance 
Mon Apr 06 23:32:57 PDT 2009,jerichoK,@pinkcat Morning 
Tue Apr 07 01:39:05 PDT 2009,hana77,@quriouszee i love white horses. 
Tue Apr 07 02:38:43 PDT 2009,whisky_speyside,great photos of Scotland http://psdessential.com/inspiration/50-stunning-photographs-of-scotland/ (except the grey and miserable one 
Mon Apr 06 23:47:50 PDT 2009,danielcalderonL,@aniita_0517 Yes i did. That's a sad topic for me! haha... I am not going to the concert... It's very far and probably very expensive  
Tue Apr 07 02:16:19 PDT 2009,hollykleinman,ahhh!! my webcam is messed up and won't turn on! 
Tue Apr 07 00:43:34 PDT 2009,Muric2024,@mileycyrus Wow! It is officially napping now. Good Luck..... 
Mon Apr 06 22:22:52 PDT 2009,tophatdog,"@soundwav2010 At least I won't be the only one feeling lost! This may cause me many later than usual nights, already addicting "
Tue Apr 07 02:23:47 PDT 2009,xXThinkPinkX,@thatswhack74 WHOA I WANT SOME TOO 
Mon Apr 06 23:39:01 PDT 2009,Knot2serious,"@jreneebuchholz I will have to try that sometime. I like Greek food..uh, well, I like most food. hehe "
Tue Apr 07 02:26:04 PDT 2009,milan_pandya,why do friends feast while you are on fast 
Mon Apr 06 23:37:46 PDT 2009,DanPapallo,@RoundSparrow Awesome - hope it was great! I am about 2 hours away from seeing it at the Sydney (now second world viewing) premiere 
Tue Apr 07 01:33:40 PDT 2009,chantelleaustin,"@jerrycchen hehehe! Good morning, it's night here, time for me to chill out and relax "
Tue Apr 07 00:34:10 PDT 2009,dutchess1990,@Solarys_30 Thanks 
Mon Apr 06 23:28:07 PDT 2009,cucupan,@leoncitobonito oh! that's cool. the mug came out well. good job. 
Mon Apr 06 23:58:18 PDT 2009,aylathenewf,@Riles_puppy &amp; @PuppyJamaica Morning Pups! Thanks for the follow. Look fwd to barking at you soon!!  This Twitter is going to the dogs!
Mon Apr 06 23:32:48 PDT 2009,mzrose,i miss my 808 fam 
Tue Apr 07 03:27:42 PDT 2009,tojara,"not much, keen for the weekend though aye.. though weather isnt lookin great for Sat/Sun "
Mon Apr 06 23:13:29 PDT 2009,spleendingo,"@Staci_Marie I have to go outside to smoke, so I do that all the time. I live next door to a bar so the sounds aren't always soothing lol "
Mon Apr 06 22:48:37 PDT 2009,cbmatthews,@stacylav Then I'll you a Vancooooooover shout out to your new &quot;personal&quot; account. 
Mon Apr 06 22:37:57 PDT 2009,marybacchus,@mathewsmichael  i agree... the jobros dont update theres very often 
Tue Apr 07 00:46:59 PDT 2009,kronos_vano,The first serial about my city so stupid... 
Tue Apr 07 04:19:22 PDT 2009,xLacerationx,@Britta_04 nawww love dont be like that 
Tue Apr 07 01:48:18 PDT 2009,pinkpostit,cooked pasta for my sister. It's her birthday tom 
Mon Apr 06 22:33:00 PDT 2009,ryanodonnell,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
Tue Apr 07 02:13:39 PDT 2009,Rikou26,Is glad she got changed 3 times this morning xD its lovely &amp; sunny 
Mon Apr 06 23:35:15 PDT 2009,geekpondering,"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. "
Tue Apr 07 01:14:08 PDT 2009,PassinTime,@rustyrockets I'm 100% behind you!  x
Tue Apr 07 00:43:17 PDT 2009,Artmaker,My 6 canvases ... #30da (30 day artist experience) watch this hash tag all this month  http://twitpic.com/2y5rd
Tue Apr 07 00:29:11 PDT 2009,ikki_oo,@CHRISDJMOYLES I`m excited for you  I have no idea why your going but it must be all good
Mon Apr 06 23:48:22 PDT 2009,GraciaMelsz,"tea and the tonight show  .. say hello to john melendez, kevin eubanks, and the tonight show band!"
Tue Apr 07 03:45:44 PDT 2009,CathaaayM,"I am so sick from stress, gah, and I need sleep and it is all my fault "
Tue Apr 07 00:02:59 PDT 2009,duanestorey,"ok, it's officially my birthday!  crack a beer if you got one, that's what I'm doing "
Tue Apr 07 00:43:24 PDT 2009,JohnnyLaird,@darrinreeves &quot;tate st ives&quot;...like the roof cafe 
Mon Apr 06 23:52:57 PDT 2009,Jajajanelleee,is coloring! 
Mon Apr 06 22:48:20 PDT 2009,chatterbox1213,@pkahleeb how that big baby boy doing? How are you and Em doing? Have you figured out you may never get a full nights rest again? 
Mon Apr 06 22:27:53 PDT 2009,sof_grant,@jimmyeatworld been listening to that all morning  http://www.deezer.com/track/885843
Mon Apr 06 23:22:55 PDT 2009,zep3,GuiPulp is open 
Tue Apr 07 04:14:40 PDT 2009,DaMaHug,@fudgecrumpet You'll be there one day. 
Tue Apr 07 01:02:50 PDT 2009,CompleteTrainer,@1poundchallenge I'll be in Berner's Street for a lunch today. Not too far from soho. I'll give you your pound if you like. 
Mon Apr 06 23:12:56 PDT 2009,afrozeke,@McCainBlogette Head over to the nearest Walgreens.  You need ear plugs and beer STAT.  
Mon Apr 06 23:53:13 PDT 2009,kiss_this127,waiting for the clock to turn 5 so i can go home 
Tue Apr 07 02:40:46 PDT 2009,appleplex,"@edbehrens 'Thanks for all the good luck! Alas, I wasn't good enough  don't really want to explain but thanks for everything I &lt;3 you all'"
Tue Apr 07 01:18:29 PDT 2009,PolarisRentals,Looking for ways to promote www.PolarisRentals.com and also looking for products to promote to our members. Hi everyone! 
Tue Apr 07 03:16:10 PDT 2009,andrewbarnett,"@pinknantucket strangely, no "
Tue Apr 07 00:23:36 PDT 2009,tickvg,@gabysslave thanks - you too! I have an essay to write 
Mon Apr 06 23:10:03 PDT 2009,katiehufford,im so tired of work...i need a life.... 
Tue Apr 07 01:25:58 PDT 2009,JFRollslikethat,this is exactly why as cities burn worries me : &quot;As Cities Burn's third and most likely final outing&quot; - from their new album review 
Mon Apr 06 22:43:38 PDT 2009,Ps8612,@Suai Oh &quot;Shooter&quot; is a good movie!  Only seen it once tho.  Gotta put that back on my &quot;to watch&quot; list! 
Mon Apr 06 23:07:48 PDT 2009,cwtsh,TODAAAAAY! Let's show Nottingham how things are done! 
Tue Apr 07 01:34:56 PDT 2009,mrkenjikwok,"Hello world, i dont like to do physics. "
Tue Apr 07 02:08:47 PDT 2009,mweb1,"aesthetically the G1 is an unenchanting organicaly  shaped dull piece of black plastic, its when you turn it on that the fun starts "
Mon Apr 06 23:37:53 PDT 2009,mikecogh,@leogaggl 3 would be nice  Outside of TAFE SA for the moment
Tue Apr 07 02:10:12 PDT 2009,LittleMinx4u,"@britneyspears just read up about the film, looks good!! Although we over here are gonna have to wait for it to come out "
Tue Apr 07 02:26:49 PDT 2009,scorpiolady1,"@JonathanRKnight  You sure did do some tweets, and i missed them  glad to see you're enjoying urself, always nice to hear from you. x"
Mon Apr 06 23:53:53 PDT 2009,paul_steele,Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw
Tue Apr 07 00:19:09 PDT 2009,mcsteph94,@tommcfly hey saw u guys play @ pushover..didn't get 2 meet u tho cuz of th HUGE line  i was very upset ='( lol..a msg would make up 4 it!
Tue Apr 07 00:13:28 PDT 2009,KeelaCraft,Just  found all these new pictures from my photo shoot that I had never seen!! yay 
Mon Apr 06 23:38:29 PDT 2009,88owls,@Mike_Greening .Man - you need to get back on the horse. 
Tue Apr 07 02:27:09 PDT 2009,cecilia_rollen,"finding it incredibly unfair that mom got more tan than i, even though i spent more time in the sun  miss him like crazy!"
Tue Apr 07 00:05:24 PDT 2009,Missinjeans,@CHRISDJMOYLES I'm not excited as I live in Wales 
Tue Apr 07 00:28:31 PDT 2009,e11ena,@vomitto ahh ai dreptate Pixar 
Tue Apr 07 01:19:13 PDT 2009,Fatgadget,@corecases Hi mate 
Mon Apr 06 22:38:44 PDT 2009,froggie775,"@Chubbx Goooooood morning, Chubbx  how are you today?"
Tue Apr 07 03:06:20 PDT 2009,SunshineeKiid,whatchiing commercial breakdwon lol and havee homework to do  enrtertain meee
Tue Apr 07 02:13:48 PDT 2009,archisgore,Got a &quot;thing&quot; for doctor chics. 
Tue Apr 07 00:22:37 PDT 2009,thegeniusAI,Too happy to wash away my grin 
Mon Apr 06 23:08:10 PDT 2009,imortlnoctrn,i... just belted 'a dark congregation' for no reason. think i got back at my upstairs neighbors for the sound system 
Mon Apr 06 23:53:58 PDT 2009,Tinu,@glenzgolfvi LOL really? I always thought I @ too much.  have a good night.
Tue Apr 07 00:18:25 PDT 2009,Guineena,Re-reading @megcabot's Avalon High for the nnnntttttthh time! 
Tue Apr 07 00:31:34 PDT 2009,Corny24,@PhillyD Awe it always sucks when you cant sleep in your own bed  Hope your dad gets better he is in my prayers .
Tue Apr 07 04:00:56 PDT 2009,Annalese,Watched a movie... feeling sleepy but know that when i actually get up from the lounge and move to bed I'll be wide awake 
Tue Apr 07 01:17:48 PDT 2009,ChuckSmith,@sevenmac You should set up a video channel for your podcast on Miro. Just checked and you're not listed there. 
Tue Apr 07 04:11:33 PDT 2009,headrambles,@eolai Tea is lovely - accidentally used two bags.  Blocking dog's hole involves lots of brambles. 
Tue Apr 07 01:43:08 PDT 2009,LinzC81,Yes Manech...you stink of fish...get over it 
Mon Apr 06 22:52:50 PDT 2009,paulsgildea,Trying out the new Riedel glasses 
Mon Apr 06 22:28:21 PDT 2009,KandiConnection,@mrsaintnick hey! i'm leavin in the morning... 
Tue Apr 07 01:34:07 PDT 2009,siphilp,@garyshort coming back to a nice sunny day mate 
Tue Apr 07 01:58:34 PDT 2009,floeysler,@lorddeacon just need to work faster 
Mon Apr 06 22:33:35 PDT 2009,bianca110994,wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;
Tue Apr 07 02:35:21 PDT 2009,laz18,@erickaaa im at workkkk  im freezing too i need a mass hug from you! can i call u 2night babe? xxx
Mon Apr 06 23:37:41 PDT 2009,deafdorkette86,Now i want Amanita  ...someone made me feel unliving.
Tue Apr 07 00:23:59 PDT 2009,PamsLove,Somewhere in the world right now the sun is shining and people are busy...but not here 
Mon Apr 06 22:53:15 PDT 2009,AshleighF,@jyesmith That's a lot of angst for a Tuesday afternoon 
Tue Apr 07 00:58:17 PDT 2009,AjengSadika,@KrisAllenmusic bad shape? wuts wrong? u look greattt! n good luck for tomorrw! cant wait 
Mon Apr 06 23:21:02 PDT 2009,flashbrother,work again 
Tue Apr 07 02:30:21 PDT 2009,LDelphian,Guess I should go to bed... Have to be up in 5.5 hours... haven't been able to sleep lately too stressed about website not being done yet 
Mon Apr 06 23:22:36 PDT 2009,Podpodley,"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him"
Mon Apr 06 23:09:27 PDT 2009,peaceandlove7,gross i have a pimple 
Tue Apr 07 01:46:30 PDT 2009,egg104,it's sooo super duper cold 
Tue Apr 07 02:34:36 PDT 2009,nithinkd,@pradyotghate uploaded 4 pics i cud find decent out of the whole days shoot 
Mon Apr 06 23:21:35 PDT 2009,lamarmcarter,happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her 
Tue Apr 07 02:18:33 PDT 2009,igrabjelly,tom chaplin marry me please. i melt for you hahaha.. o and pearshapebodygirl stopped talking to me! YES! 
Mon Apr 06 23:43:11 PDT 2009,CTesdahl,"Better then what I thought, I can sleep now "
Tue Apr 07 00:59:20 PDT 2009,wendyclear86,@omgitsafox It was the highlight of my day.  ha ha...
Tue Apr 07 00:06:01 PDT 2009,WooopJess,Twitter woke me up 
Tue Apr 07 01:32:48 PDT 2009,danger_skies,@valxx http://twitpic.com/2w1uj - And the artwork's by Billy from the Chronicles album - awesome 
Tue Apr 07 01:42:18 PDT 2009,kimbers_mack,@BlueEyedBomber EXCELLENT!!! Missed you Saturday night 
Mon Apr 06 23:48:38 PDT 2009,marcogennuso,"@Tammzy I hate those shows, and everything they stand for. What a way to make ppl look ridiculous! 'cept Audrina, she's mine "
Mon Apr 06 23:02:47 PDT 2009,codesurgeon,"Friend just asked me to be his Best Man. Guess that means a trip to Twin Falls, ID next year  What are the responsibilities of a Best Man?"
Mon Apr 06 22:41:27 PDT 2009,hotrodlopez,My thoughts are with Sandra Cantu's family at this difficult and sad time 
Tue Apr 07 00:27:34 PDT 2009,shubox,I STILL don't understand how to setup subversion for a website 
Mon Apr 06 22:41:59 PDT 2009,abean2007,..and of course... I have access to my Halo 3 Mythic Map Pack re-download.. but bad news.. not the Legendary Map Pack... ugh.. 600MS... 
Mon Apr 06 22:53:38 PDT 2009,JonathanGiles,"@jessewilson I just wasted 2 hours, when all I needed was that null  Thanks heaps - it works perfectly now."
Tue Apr 07 03:37:12 PDT 2009,Kelwil88,Watching Buffy   /sob... Is sad...
Tue Apr 07 02:11:26 PDT 2009,Linda57bp,all work and no play does not a happy Linda make  Can't wait for the holidays!
